0	4
0	5
0	6
0	7
0	8
0	16
0	37
0	45
0	64
0	65
0	87
0	96
0	103
0	116
0	118
0	126
0	139
0	172
0	320
0	408
0	433
0	453
0	507
0	556
0	571
0	603
0	647
0	670
0	749
0	863
0	890
0	894
0	959
0	974
0	1004
0	1152
0	1182
0	1417
0	1460
0	1491
0	1545
0	1576
0	1596
0	1664
0	1718
0	1872
0	1895
0	1943
0	2044
0	2074
0	2435
0	2498
0	2901
0	2987
0	3015
0	3164
0	3213
0	3678
0	3683
0	3709
0	3770
0	3778
0	3894
0	4119
0	4159
0	4455
0	4630
0	4750
0	4923
1	4
1	5
1	7
1	10
1	11
1	13
1	17
1	21
1	23
1	39
1	55
1	63
1	86
1	95
1	99
1	107
1	140
1	151
1	160
1	179
1	186
1	189
1	220
1	225
1	270
1	273
1	284
1	287
1	293
1	319
1	326
1	381
1	386
1	440
1	442
1	452
1	458
1	469
1	488
1	489
1	499
1	515
1	521
1	561
1	602
1	620
1	643
1	663
1	676
1	677
1	693
1	716
1	728
1	734
1	748
1	751
1	784
1	828
1	836
1	858
1	922
1	934
1	939
1	984
1	987
1	1145
1	1161
1	1175
1	1240
1	1312
1	1314
1	1387
1	1424
1	1468
1	1476
1	1537
1	1561
1	1582
1	1644
1	1670
1	1777
1	1851
1	1890
1	1900
1	1907
1	1928
1	1984
1	2000
1	2086
1	2152
1	2156
1	2528
1	2619
1	2626
1	2816
1	2822
1	2878
1	2913
1	2964
1	3177
1	3237
1	3346
1	3391
1	3392
1	3402
1	3418
1	3537
1	3583
1	3700
1	3743
1	3762
1	3774
1	3776
1	3841
1	3874
1	3910
1	4048
1	4074
1	4093
1	4112
1	4139
1	4182
1	4186
1	4290
1	4320
1	4398
1	4510
1	4511
1	4573
1	4596
1	4624
1	4770
1	4798
1	4810
2	4
2	10
2	12
2	13
2	19
2	23
2	31
2	32
2	41
2	45
2	49
2	62
2	63
2	69
2	92
2	101
2	110
2	115
2	121
2	133
2	145
2	152
2	155
2	162
2	173
2	178
2	185
2	192
2	193
2	197
2	205
2	207
2	223
2	245
2	247
2	262
2	271
2	288
2	301
2	341
2	354
2	375
2	382
2	414
2	417
2	420
2	438
2	464
2	491
2	499
2	500
2	504
2	538
2	541
2	586
2	649
2	671
2	676
2	718
2	736
2	831
2	849
2	859
2	868
2	887
2	959
2	970
2	1023
2	1080
2	1096
2	1118
2	1172
2	1205
2	1210
2	1299
2	1323
2	1368
2	1372
2	1512
2	1531
2	1550
2	1652
2	1654
2	1656
2	1684
2	1713
2	1725
2	1757
2	1775
2	1787
2	1859
2	1942
2	1976
2	1989
2	2035
2	2036
2	2050
2	2124
2	2142
2	2175
2	2185
2	2253
2	2283
2	2297
2	2334
2	2346
2	2359
2	2438
2	2502
2	2684
2	2686
2	2687
2	2740
2	2785
2	2979
2	2987
2	3020
2	3152
2	3168
2	3210
2	3522
2	3559
2	3737
2	3758
2	3885
2	4023
2	4087
2	4114
2	4128
2	4230
2	4304
2	4373
2	4419
2	4652
2	4780
2	4853
2	4992
3	4
3	5
3	6
3	8
3	9
3	10
3	11
3	12
3	13
3	16
3	17
3	18
3	26
3	30
3	34
3	44
3	47
3	49
3	51
3	57
3	58
3	60
3	62
3	64
3	65
3	71
3	78
3	83
3	84
3	99
3	112
3	131
3	136
3	146
3	151
3	155
3	162
3	186
3	187
3	211
3	215
3	216
3	221
3	222
3	249
3	252
3	298
3	337
3	357
3	366
3	369
3	377
3	387
3	388
3	396
3	399
3	408
3	415
3	444
3	464
3	466
3	497
3	506
3	524
3	530
3	533
3	570
3	594
3	608
3	653
3	658
3	676
3	717
3	739
3	764
3	782
3	818
3	837
3	840
3	873
3	933
3	965
3	971
3	989
3	1007
3	1009
3	1105
3	1162
3	1233
3	1301
3	1379
3	1403
3	1416
3	1521
3	1553
